b'Position,Track Name,Artist,URL,,,
1,My Story,Loren Gray,https://open.spotify.com/track/7A6d1s5kEY08IXBWwbqWJ1,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Quero Que Tu V\xc3\xa1,Ananda,https://open.spotify.com/track/7ppLcVgxpoWAhAa2c0CN3b,,,
1,Be Alright,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,,,
1,Be Alright,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,,,
1,Be Alright,Dean Lewis,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,,,
